#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-27T02:07:28 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-27T02:07:28	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=999999&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/ApJS/271/19/table3&-order=I&-out=Gaia&-out=RAJ2000&-out=DEJ2000&-out=SNR-G&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=FeH&-out=e_FeH&-out=a/Fe&-out=e_a/Fe&-out=GMag&-out=e_GMag&-out=LFlame&-out=e_LFlame&-out=KIC&-out=Prot&-out=e_Prot&-out=Sph&-out=e_Sph&-out=S-index&-out=e_S-index&-out=SNR&-out=logRHK&-out=e_logRHK&-out=Mass&-out=e_Mass&-out=Age&-out=e_Age&-out=DR7&DR7=DR7&-out=Simbad&Simbad=Simbad&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22710019
#Name: J/ApJS/271/19
#Title: FGK dwarfs from LAMOST DR7 and Gaia DR3 and Kepler (Ye+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/apjs/271/19	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/271/19	    IVOID of underlying data collection
#INFO	creator=Ye L.	    First author or institution
#INFO	cites=bibcode:2024ApJS..271...19Y	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/271/19	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22710019	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_271_19_table3:
#Name: J/ApJS/271/19/table3
#Title: Sample
#Column	Gaia	(I19)	Gaia DR3 identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-9.3/78] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	SNR-G	(F6.2)	[50/748] Spectral S/N per pixel in SDSS g-band	[ucd=stat.snr]
#Column	Teff	(I4)	[5000/6499] Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I2)	[1/38] Uncertainty in Teff	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F5.2)	[3.6/4.8] Log surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F5.2)	[0/0.08] Uncertainty in logg	[ucd=stat.error]
#Column	FeH	(F5.2)	[-1/0.5] Log iron abundance relative to hydrogen	[ucd=phys.abund.Fe]
#Column	e_FeH	(F5.2)	[0/0.1] Uncertainty in FeH	[ucd=stat.error]
#Column	a/Fe	(F5.2)	[-0.07/0.33] Log Alpha element to iron abundance ratio	[ucd=phys.abund]
#Column	e_a/Fe	(F5.2)	[0/0.03] Uncertainty in a/Fe	[ucd=stat.error;phys.abund]
#Column	GMag	(F5.2)	[1.9/6.4] Absolute magnitude in Gaia G band	[ucd=phys.magAbs;em.opt]
#Column	e_GMag	(F5.2)	[0/0.8] Standard error of Gmag	[ucd=stat.error;phot.mag]
#Column	LFlame	(F7)	[0.25/11.7] Stellar luminosity with FLAME pipeline	[ucd=phys.luminosity]
#Column	e_LFlame	(F7)	[0.001/1.1] Standard error of LFlame	[ucd=stat.error]
#Column	KIC	(I8)	[1026838/12935035]? Kepler Input Catalog identifier	[ucd=meta.id.cross]
#Column	Prot	(F5.2)	[0.49/63]? Rotation Period	[ucd=time.period]
#Column	e_Prot	(F5.2)	[0.02/10.2]? Uncertainty in Prot	[ucd=stat.error]
#Column	Sph	(F7.1)	[0.2/12192]? Amplitude brightness variations	[ucd=src.var.amplitude]
#Column	e_Sph	(F6.1)	[1/1022]? Uncertainty in Sph	[ucd=stat.error]
#Column	S-index	(F6.3)	[0.13/0.4]? Weight average value of S_L_ index	[ucd=spect.index]
#Column	e_S-index	(F6.3)	[0.002/0.03]? Uncertainty in S-index	[ucd=stat.error]
#Column	SNR	(F6.2)	[100/748]? S-index S/N	[ucd=stat.snr]
#Column	logRHK	(F7.4)	[-8.3/-4.1]? Chromospheric activity index, logR_HK_^+^	[ucd=phot.flux;arith.ratio]
#Column	e_logRHK	(F7.4)	[0.0025/0.06]? Uncertainty in logRHK	[ucd=stat.error]
#Column	Mass	(F5.2)	[0.7/1.4] Mass with grid-based modelling	[ucd=phys.mass]
#Column	e_Mass	(F5.2)	[0/0.2] Uncertainty in Mass	[ucd=stat.error;phys.mass]
#Column	Age	(F5.2)	[0.1/13.8] Age with grid-based modelling	[ucd=time.age]
#Column	e_Age	(F5.2)	[0.01/4.4] Uncertainty in Age	[ucd=stat.error;time.age]
#Column	DR7	(A3)	Display data from LAMOST DR7 LRS (V/156) within 2"	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
Gaia;RAJ2000;DEJ2000;SNR-G;Teff;e_Teff;logg;e_logg;FeH;e_FeH;a/Fe;e_a/Fe;GMag;e_GMag;LFlame;e_LFlame;KIC;Prot;e_Prot;Sph;e_Sph;S-index;e_S-index;SNR;logRHK;e_logRHK;Mass;e_Mass;Age;e_Age;DR7;Simbad
3810987673595387776;169.05669;+02.44825;104.37;5702;12; 4.16; 0.03;-0.40; 0.04; 0.22; 0.01; 4.23; 0.05;  2e+00;  6e-02;        ;     ;     ;       ;      ; 0.187; 0.008;104.37;-4.8592; 0.0174; 0.94; 0.01;10.98; 0.56;DR7;Simbad
1173562881208988928;220.84928;+08.39848;130.91;5908;10; 4.39; 0.02;-0.37; 0.03; 0.10; 0.01; 3.94; 0.09;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.182; 0.005;131.16;-4.8843; 0.0121; 1.02; 0.01; 7.75; 0.19;DR7;Simbad
 681344167206317696;120.29550;+24.56099;198.63;6231; 8; 4.02; 0.02;-0.33; 0.02; 0.07; 0.01; 3.41; 0.02;  3e+00;  8e-02;        ;     ;     ;       ;      ; 0.223; 0.005;158.53;-4.5922; 0.0103; 1.20; 0.03; 3.81; 0.44;DR7;Simbad
1046323474337539328;148.07147;+57.35299;303.58;5853; 4; 4.29; 0.01;-0.08; 0.01; 0.05; 0.01; 3.56; 0.02;  3e+00;  5e-02;        ;     ;     ;       ;      ; 0.167; 0.004;303.71;-5.0424; 0.0092; 1.16; 0.01; 5.51; 0.07;DR7;Simbad
2134781784739762176;295.00922;+48.74378;129.77;5938;11; 3.99; 0.03;-0.16; 0.03; 0.04; 0.02; 3.20; 0.02;  3e+00;  6e-02;        ;     ;     ;       ;      ; 0.162; 0.005;129.77;-5.1164; 0.0139; 1.20; 0.01; 4.71; 0.12;DR7;Simbad
3905179089536217728;182.91456;+09.47880;130.01;5660;11; 4.10; 0.02;-0.24; 0.03; 0.11; 0.02; 4.27; 0.04;  2e+00;  6e-02;        ;     ;     ;       ;      ; 0.173; 0.006;130.08;-4.9857; 0.0157; 0.92; 0.01;12.30; 0.30;DR7;Simbad
 328518921735851136;036.31831;+36.93988;112.25;6031;12; 4.04; 0.03;-0.06; 0.03; 0.03; 0.02; 3.06; 0.02;  4e+00;  7e-02;        ;     ;     ;       ;      ; 0.156; 0.005;112.37;-5.2426; 0.0133; 1.34; 0.01; 3.41; 0.11;DR7;Simbad
 755019967481024000;158.63411;+38.20169;124.10;5884;10; 4.21; 0.02;-0.07; 0.03;-0.02; 0.01; 3.85; 0.10;  2e+00;  7e-02;        ;     ;     ;       ;      ; 0.156; 0.005;123.89;-5.2127; 0.0138; 1.06; 0.01; 7.22; 0.45;DR7;Simbad
 346556964041811456;029.90809;+43.56955;200.14;6164; 7; 4.03; 0.02;-0.11; 0.02; 0.02; 0.01; 3.03; 0.02;  4e+00;  6e-02;        ;     ;     ;       ;      ; 0.170; 0.004;199.66;-5.0189; 0.0101; 1.34; 0.03; 3.11; 0.34;DR7;Simbad
3364900000729149056;106.23751;+19.07630;125.93;5974;11; 4.55; 0.02;-0.04; 0.03; 0.02; 0.01; 4.40; 0.06;  2e+00;  1e-01;        ;     ;     ;       ;      ; 0.190; 0.006;125.93;-4.8131; 0.0134; 1.08; 0.01; 4.81; 0.89;DR7;Simbad
 971827648841553024;093.38800;+50.90846;169.84;6351; 9; 4.02; 0.02;-0.39; 0.03; 0.07; 0.01; 2.87; 0.04;  5e+00;  9e-02;        ;     ;     ;       ;      ; 0.215; 0.005;170.28;-4.6315; 0.0102; 1.32; 0.04; 2.93; 0.38;DR7;Simbad
 754676468881042048;157.12642;+37.01680;127.10;6022;11; 4.10; 0.03;-0.58; 0.04; 0.10; 0.02; 3.89; 0.10;  2e+00;  6e-02;        ;     ;     ;       ;      ; 0.195; 0.006;127.38;-4.6729; 0.0124; 0.96; 0.01; 8.52; 0.39;DR7;Simbad
1562929807218206720;201.16820;+52.57219;128.33;5704;10; 4.04; 0.02;-0.35; 0.03; 0.16; 0.01; 4.29; 0.16;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.195; 0.004;128.61;-4.7963; 0.0098; 0.96; 0.01;10.69; 0.19;DR7;Simbad
1232969971198529792;212.46442;+16.52002;105.47;5724;12; 4.04; 0.03;-0.48; 0.04; 0.21; 0.02; 4.07; 0.08;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.186; 0.006;106.86;-4.8646; 0.0133; 1.02; 0.01; 8.76; 0.33;DR7;Simbad
2105708189039812352;286.44327;+43.98221;424.80;6208; 3; 4.21; 0.01;-0.03; 0.01; 0.03; 0.01; 3.03; 0.02;  5e+00;  6e-02;        ;     ;     ;       ;      ; 0.201; 0.003;424.41;-4.7228; 0.0067; 1.38; 0.01; 2.79; 0.05;DR7;Simbad
 696417230375618176;145.45078;+29.35248;132.63;5959;11; 4.14; 0.03;-0.37; 0.03; 0.08; 0.02; 3.93; 0.03;  2e+00;  6e-02;        ;     ;     ;       ;      ; 0.188; 0.006;132.63;-4.8319; 0.0142; 0.98; 0.01; 8.37; 0.30;DR7;Simbad
2855814881432280704;005.58217;+26.73859;134.38;5716;10; 4.04; 0.02;-0.30; 0.03; 0.09; 0.01; 4.12; 0.04;  2e+00;  7e-02;        ;     ;     ;       ;      ; 0.179; 0.004;134.31;-4.9191; 0.0105; 0.92; 0.01;11.76; 0.35;DR7;Simbad
3662168912214749440;207.83870;-00.14650;142.77;5670; 9; 4.07; 0.02;-0.12; 0.02; 0.06; 0.01; 4.09; 0.03;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.187; 0.006;142.06;-4.8562; 0.0129; 1.02; 0.01; 9.24; 0.11;DR7;Simbad
1278577683455664640;230.90295;+33.90320;107.12;6246;13; 3.96; 0.03;-0.38; 0.04; 0.09; 0.02; 3.12; 0.07;  5e+00;  1e-01;        ;     ;     ;       ;      ; 0.190; 0.006;107.32;-4.8094; 0.0124; 1.30; 0.03; 3.27; 0.31;DR7;Simbad
3929017394980653440;192.44074;+13.21712;242.68;6047; 6; 4.22; 0.01;-0.17; 0.02; 0.06; 0.01; 3.89; 0.02;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.185; 0.004;242.68;-4.8480; 0.0091; 1.10; 0.01; 5.40; 0.25;DR7;Simbad
3813572999093892736;171.03262;+04.38544;119.02;5813;11; 4.12; 0.03;-0.52; 0.04; 0.13; 0.02; 4.50; 0.07;  1e+00;  9e-02;        ;     ;     ;       ;      ; 0.174; 0.008;110.21;-4.8631; 0.0198; 0.86; 0.01;12.94; 0.78;DR7;Simbad
 903374490140936192;126.00037;+34.62919;142.86;5690; 9; 4.12; 0.02;-0.30; 0.03; 0.14; 0.01; 4.27; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.181; 0.005;142.86;-4.9100; 0.0109; 0.92; 0.01;11.67; 0.07;DR7;Simbad
3426043391375319296;093.83016;+24.98938;216.34;6198; 6; 4.29; 0.01; 0.17; 0.02;-0.01; 0.01; 3.12; 0.02;  4e+00;  7e-02;        ;     ;     ;       ;      ; 0.161; 0.005;216.80;-5.1542; 0.0131; 1.38; 0.01; 2.49; 0.06;DR7;Simbad
2576656713160196096;018.30774;+06.52980;102.15;5593;14; 4.13; 0.03;-0.05; 0.04; 0.07; 0.02; 4.51; 0.05;  1e+00;  7e-02;        ;     ;     ;       ;      ; 0.183; 0.007;102.04;-4.8972; 0.0173; 0.96; 0.01;11.36; 0.61;DR7;Simbad
  64527141978919680;054.45134;+22.25312;104.27;6260;13; 3.89; 0.03;-0.35; 0.04; 0.08; 0.02; 2.89; 0.03;  5e+00;  1e-01;        ;     ;     ;       ;      ; 0.200; 0.007;103.89;-4.7321; 0.0149; 1.34; 0.01; 2.96; 0.09;DR7;Simbad
1586929362914679296;223.43335;+46.13520;131.13;5764;10; 3.99; 0.03;-0.61; 0.04; 0.20; 0.02; 4.23; 0.31;  2e+00;  1e-01;        ;     ;     ;       ;      ; 0.189; 0.005;131.13;-4.7163; 0.0119; 0.86; 0.01;13.17; 0.25;DR7;Simbad
1285596759527856384;215.54330;+31.57891;100.14;6103;14; 3.97; 0.04;-0.66; 0.05; 0.16; 0.02; 3.74; 0.07;  3e+00;  9e-02;        ;     ;     ;       ;      ; 0.195; 0.006;100.06;-4.6714; 0.0137; 1.02; 0.02; 6.96; 0.39;DR7;Simbad
 661719327758756224;132.91344;+20.94999;100.77;5571;13; 4.21; 0.03; 0.30; 0.03; 0.02; 0.01; 4.61; 0.05;  1e+00;  7e-02;        ;     ;     ;       ;      ; 0.183; 0.010;100.77;-4.9055; 0.0232; 1.04; 0.01; 7.97; 0.74;DR7;Simbad
 822593890540026496;152.33195;+47.65264;361.15;6373; 4; 4.07; 0.01;-0.29; 0.01; 0.07; 0.01; 2.96; 0.01;  5e+00;  8e-02;        ;     ;     ;       ;      ; 0.183; 0.005;361.67;-4.8759; 0.0107; 1.34; 0.04; 2.71; 0.40;DR7;Simbad
3375741494618131712;095.15187;+20.39380;204.02;5753; 6; 4.12; 0.01; 0.10; 0.02;-0.01; 0.01; 3.99; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.152; 0.004;204.23;-5.2976; 0.0125; 1.14; 0.01; 6.13; 0.11;DR7;Simbad
1218216659754876288;236.25021;+24.41872;113.62;5699;11; 4.07; 0.03;-0.47; 0.04; 0.20; 0.01; 4.18; 0.02;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.230; 0.007;113.62;-4.6062; 0.0122; 0.96; 0.01;10.73; 0.32;DR7;Simbad
1502826614696709888;207.74797;+44.81132;130.51;5838;11; 4.06; 0.02; 0.05; 0.03; 0.03; 0.01; 3.54; 0.10;  3e+00;  4e-02;        ;     ;     ;       ;      ; 0.153; 0.006;130.51;-5.2681; 0.0159; 1.26; 0.03; 4.50; 0.40;DR7;Simbad
3860061278429096832;154.80795;+04.10292;199.08;5687; 6; 4.19; 0.01;-0.12; 0.02; 0.07; 0.01; 4.19; 0.03;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.167; 0.004;199.13;-5.0523; 0.0116; 0.98; 0.01;10.60; 0.31;DR7;Simbad
3720959489714253568;209.56730;+07.26806;166.84;6222; 9; 3.92; 0.02;-0.24; 0.02; 0.07; 0.02; 2.65; 0.02;  6e+00;  1e-01;        ;     ;     ;       ;      ; 0.166; 0.005;166.87;-5.0838; 0.0127; 1.40; 0.01; 2.74; 0.05;DR7;Simbad
1283724836685861504;217.38375;+28.64572;171.10;5618; 8; 4.12; 0.02;-0.08; 0.02; 0.10; 0.01; 4.33; 0.04;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.167; 0.005;170.87;-5.0510; 0.0119; 0.98; 0.01;10.94; 0.13;DR7;Simbad
1337686775729892480;256.16251;+33.84738;197.72;6185; 7; 4.16; 0.02;-0.37; 0.02; 0.08; 0.01; 3.20; 0.03;  4e+00;  5e-02;        ;     ;     ;       ;      ; 0.212; 0.004;197.71;-4.6523; 0.0086; 1.24; 0.01; 3.76; 0.07;DR7;Simbad
2143762526993188864;282.86551;+48.93295;186.88;5785; 7; 4.06; 0.02; 0.09; 0.02;-0.01; 0.01; 3.66; 0.02;  3e+00;  2e-02;        ;     ;     ;       ;      ; 0.175; 0.004;186.73;-4.9510; 0.0099; 1.20; 0.02; 5.30; 0.39;DR7;Simbad
2560113151971094400;021.37526;+03.66701;161.18;6119; 9; 3.98; 0.02;-0.34; 0.03; 0.09; 0.02; 3.58; 0.03;  3e+00;  8e-02;        ;     ;     ;       ;      ; 0.203; 0.005;161.77;-4.7158; 0.0107; 1.12; 0.01; 5.08; 0.36;DR7;Simbad
1520563253376910592;193.02936;+37.60971;107.49;5806;12; 4.15; 0.03;-0.41; 0.04; 0.18; 0.02; 3.97; 0.04;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.174; 0.007;108.12;-4.9682; 0.0162; 0.98; 0.01; 9.31; 0.23;DR7;Simbad
3283773085028281088;065.93901;+04.22461;104.03;5669;13; 4.00; 0.03; 0.14; 0.03;-0.01; 0.01; 4.03; 0.04;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.200; 0.007;104.05;-4.7693; 0.0149; 1.14; 0.01; 6.52; 0.24;DR7;Simbad
 753484911809760000;154.29979;+36.02291;116.80;6045;12; 4.09; 0.03;-0.24; 0.03; 0.04; 0.02; 3.65; 0.03;  3e+00;  7e-02;        ;     ;     ;       ;      ; 0.181; 0.007;116.81;-4.8906; 0.0168; 1.16; 0.02; 4.89; 0.42;DR7;Simbad
 334433297860684672;038.16104;+37.73466;227.99;6293; 6; 3.97; 0.02;-0.37; 0.02; 0.08; 0.01; 2.99; 0.02;  5e+00;  8e-02;        ;     ;     ;       ;      ; 0.173; 0.005;228.54;-4.9786; 0.0115; 1.30; 0.03; 3.13; 0.36;DR7;Simbad
2853746219024160640;002.31303;+26.92497;105.23;5556;12; 4.43; 0.02; 0.09; 0.03; 0.01; 0.01; 4.46; 0.03;  1e+00;  5e-02;        ;     ;     ;       ;      ; 0.181; 0.006;105.12;-4.9223; 0.0130; 0.98; 0.01;11.30; 0.47;DR7;Simbad
3087487169728864640;118.54356;+01.50033;370.15;6108; 3; 4.14; 0.01;-0.30; 0.01; 0.03; 0.01; 3.42; 0.01;  3e+00;  3e-02;        ;     ;     ;       ;      ; 0.174; 0.004;370.28;-4.9650; 0.0101; 1.16; 0.01; 4.72; 0.09;DR7;Simbad
3087892855159428224;119.53759;+01.97406;244.20;6312; 6; 3.96; 0.02;-0.44; 0.02; 0.11; 0.01; 3.10; 0.01;  4e+00;  6e-02;        ;     ;     ;       ;      ; 0.200; 0.005;244.61;-4.7309; 0.0108; 1.24; 0.03; 3.45; 0.35;DR7;Simbad
1588031004844773632;227.54667;+47.30266;291.06;6165; 5; 4.14; 0.01;-0.20; 0.01; 0.06; 0.01; 3.27; 0.01;  4e+00;  5e-02;        ;     ;     ;       ;      ; 0.175; 0.004;292.01;-4.9551; 0.0104; 1.26; 0.03; 3.59; 0.44;DR7;Simbad
1291441041787166720;226.44410;+34.85990;129.83;5787;10; 4.14; 0.03;-0.52; 0.03; 0.19; 0.01; 4.09; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.171; 0.007;129.83;-4.8981; 0.0165; 0.92; 0.01;11.19; 0.34;DR7;Simbad
2581842147435754880;013.60604;+09.31855;203.86;6069; 7; 4.32; 0.02;-0.25; 0.02; 0.06; 0.01; 3.62; 0.11;  3e+00;  5e-02;        ;     ;     ;       ;      ; 0.174; 0.004;203.86;-4.9591; 0.0090; 1.16; 0.01; 4.78; 0.12;DR7;Simbad
 625957574625774208;154.29975;+21.45472;136.21;5913;10; 4.31; 0.02; 0.00; 0.03; 0.02; 0.01; 4.21; 0.18;  2e+00;  7e-02;        ;     ;     ;       ;      ; 0.217; 0.005;136.31;-4.6456; 0.0106; 1.10; 0.01; 6.01; 0.51;DR7;Simbad
 689154410614696832;131.82194;+22.86642;109.75;6002;12; 4.20; 0.03;-0.41; 0.04; 0.11; 0.02; 4.45; 0.06;  1e+00;  8e-02;        ;     ;     ;       ;      ; 0.178; 0.006;109.75;-4.9215; 0.0135; 0.96; 0.01; 7.65; 0.95;DR7;Simbad
2580959754994737280;013.50705;+08.62330;103.36;5828;12; 4.05; 0.03;-0.55; 0.04; 0.12; 0.02; 3.47; 0.18;  2e+00;  7e-02;        ;     ;     ;       ;      ; 0.176; 0.007;103.36;-4.8429; 0.0169; 0.94; 0.01;10.08; 0.31;DR7;Simbad
 806849399428177536;151.10285;+41.10849;153.44;5758; 9; 4.17; 0.02;-0.08; 0.02; 0.04; 0.01; 4.08; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.163; 0.005;153.44;-5.0977; 0.0132; 1.02; 0.01; 8.79; 0.11;DR7;Simbad
 459580158010351872;045.50950;+55.64738;164.49;6313; 8; 4.01; 0.02;-0.42; 0.02; 0.09; 0.01; 2.90; 0.01;  5e+00;  6e-02;        ;     ;     ;       ;      ; 0.210; 0.004;164.49;-4.6595; 0.0087; 1.30; 0.01; 3.18; 0.09;DR7;Simbad
 234479719435754624;050.16562;+36.72519;142.95;6262;10; 3.89; 0.02;-0.29; 0.03; 0.07; 0.01; 2.71; 0.02;  6e+00;  1e-01;        ;     ;     ;       ;      ; 0.180; 0.007;142.87;-4.8976; 0.0161; 1.40; 0.01; 2.68; 0.07;DR7;Simbad
3378220549739830016;100.89995;+21.50335;197.27;6282; 8; 3.95; 0.02;-0.27; 0.02; 0.06; 0.01; 2.76; 0.02;  6e+00;  9e-02;        ;     ;     ;       ;      ; 0.181; 0.005;197.46;-4.8865; 0.0116; 1.40; 0.01; 2.61; 0.10;DR7;Simbad
 748819477814528128;155.49915;+32.19394;111.97;5964;12; 4.15; 0.03;-0.10; 0.03; 0.04; 0.02; 3.34; 0.13;  3e+00;  6e-02;        ;     ;     ;       ;      ; 0.160; 0.006;111.97;-5.1552; 0.0157; 1.18; 0.02; 4.93; 0.43;DR7;Simbad
 338173600196601984;035.98571;+40.70162;121.69;5613;11; 4.13; 0.02; 0.23; 0.03; 0.03; 0.01; 4.01; 0.02;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.168; 0.007;121.67;-5.0395; 0.0188; 1.14; 0.01; 6.76; 0.25;DR7;Simbad
 804565164023701248;156.16199;+41.25257;114.13;6144;12; 4.13; 0.03;-0.46; 0.04; 0.09; 0.02; 3.88; 0.21;  2e+00;  1e-01;        ;     ;     ;       ;      ; 0.171; 0.007;114.09;-5.0004; 0.0172; 1.02; 0.02; 6.36; 0.59;DR7;Simbad
3155792091922900864;111.45220;+09.93883;100.81;6221;14; 3.99; 0.04;-0.35; 0.04; 0.05; 0.02; 3.07; 0.03;  5e+00;  1e-01;        ;     ;     ;       ;      ; 0.163; 0.007;100.80;-5.1213; 0.0178; 1.30; 0.03; 3.23; 0.34;DR7;Simbad
 686822273436354048;137.53024;+22.36095;139.26;5866;10; 4.15; 0.02;-0.35; 0.03; 0.10; 0.02; 4.09; 0.05;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.186; 0.004;139.67;-4.8489; 0.0101; 0.94; 0.01; 9.87; 0.54;DR7;Simbad
 309007233202113792;019.14628;+29.20976;101.59;6050;15; 4.14; 0.04;-0.36; 0.04; 0.08; 0.02; 3.95; 0.05;  2e+00;  1e-01;        ;     ;     ;       ;      ; 0.175; 0.008;101.62;-4.9492; 0.0204; 1.04; 0.01; 6.89; 0.37;DR7;Simbad
  35955095380267520;045.30264;+19.02466;234.25;5994; 6; 4.10; 0.01;-0.42; 0.02; 0.08; 0.01; 3.78; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.166; 0.004;234.04;-5.0537; 0.0115; 1.00; 0.01; 7.91; 0.10;DR7;Simbad
3130445771921440512;098.33449;+03.93004;116.54;5865;13; 3.98; 0.03;-0.15; 0.03; 0.01; 0.02; 3.52; 0.09;  3e+00;  5e-02;        ;     ;     ;       ;      ; 0.211; 0.008;117.27;-4.6794; 0.0153; 1.20; 0.01; 4.91; 0.06;DR7;Simbad
1763759969717859840;316.81903;+16.15093;130.44;6382;11; 4.18; 0.03;-0.27; 0.03; 0.07; 0.02; 3.60; 0.04;  2e+00;  1e-01;        ;     ;     ;       ;      ; 0.196; 0.006;130.42;-4.7584; 0.0120; 1.18; 0.01; 2.54; 0.28;DR7;Simbad
3363888003355836672;110.54025;+21.10175;111.84;6005;11; 4.06; 0.03;-0.72; 0.04; 0.07; 0.02; 3.88; 0.05;  2e+00;  6e-02;        ;     ;     ;       ;      ; 0.305; 0.005;111.71;-4.1908; 0.0075; 0.90; 0.01;10.17; 0.18;DR7;Simbad
3862018722659491712;158.45730;+05.85099;103.24;5597;12; 4.27; 0.03; 0.29; 0.03; 0.07; 0.01; 4.40; 0.11;  1e+00;  6e-02;        ;     ;     ;       ;      ; 0.185; 0.007;103.24;-4.8834; 0.0171; 1.06; 0.01; 8.07; 0.48;DR7;Simbad
1528276086929265920;192.44256;+42.07838;111.88;5697;12; 4.12; 0.03;-0.29; 0.03; 0.15; 0.02; 4.19; 0.04;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.164; 0.007;111.91;-5.0852; 0.0173; 0.98; 0.01;10.01; 0.18;DR7;Simbad
  95101231747833984;024.94878;+19.02513;111.79;6080;13; 4.18; 0.03;-0.46; 0.04; 0.09; 0.02; 4.00; 0.05;  2e+00;  1e-01;        ;     ;     ;       ;      ; 0.199; 0.006;111.50;-4.7415; 0.0119; 1.00; 0.02; 7.41; 0.63;DR7;Simbad
2580687484132394752;013.88750;+08.04561;113.95;5882;12; 4.10; 0.03;-0.29; 0.03; 0.05; 0.02; 4.03; 0.07;  2e+00;  6e-02;        ;     ;     ;       ;      ; 0.175; 0.006;113.95;-4.9566; 0.0155; 1.00; 0.01; 8.28; 0.31;DR7;Simbad
3364834957744766720;105.36271;+18.86038;147.49;5845; 9; 4.22; 0.02;-0.16; 0.02; 0.04; 0.02; 4.27; 0.05;  2e+00;  7e-02;        ;     ;     ;       ;      ; 0.180; 0.005;147.49;-4.9069; 0.0116; 0.98; 0.01; 8.92; 0.38;DR7;Simbad
1320535665647060480;239.69174;+30.47385;127.31;5864;10; 4.38; 0.03;-0.53; 0.03; 0.12; 0.02; 4.06; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.172; 0.006;126.97;-4.8924; 0.0161; 0.94; 0.01;10.27; 0.31;DR7;Simbad
2833692947999731840;340.81097;+19.48168;148.17;5972; 9; 4.16; 0.02;-0.01; 0.02;-0.01; 0.02; 3.78; 0.07;  3e+00;  7e-02;        ;     ;     ;       ;      ; 0.156; 0.005;148.84;-5.2286; 0.0136; 1.20; 0.03; 4.56; 0.58;DR7;Simbad
3344823979260636416;093.78542;+14.51190;295.81;6007; 5; 4.08; 0.01;-0.16; 0.01; 0.04; 0.01; 3.57; 0.03;  3e+00;  6e-02;        ;     ;     ;       ;      ; 0.177; 0.003;295.81;-4.9248; 0.0077; 1.14; 0.01; 5.06; 0.13;DR7;Simbad
