#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-23T23:05:56 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-23T23:05:57	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=999999&-out.all=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/132/161/table2&-order=I&-out=Name&-out=HIP&-out=n_HIP&-out=HD/DM&-out=SpType&-out=n_SpType&-out=Teff&-out=log(g)&-out=VTurb&-out=[M/H]&-out.all=2&-out=Note&-out=Fit&-out=SMW&-out=logR&-out=AC&-out=n_AC&-out=Obs&-out=t5&-out=SimbadName&-out=_RA&-out=_DE&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51320161
#Name: J/AJ/132/161
#Title: NStars project: The southern sample. I. (Gray+, 2006)
#INFO	ivoid=ivo://cds.vizier/j/aj/132/161	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/132/161	    IVOID of underlying data collection
#INFO	creator=Gray R.O.	    First author or institution
#INFO	cites=bibcode:2006AJ....132..161G	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2006	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/132/161	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51320161	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-11-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_132_161_table2:
#Name: J/AJ/132/161/table2
#Title: Spectral types, basic physical parameters and chromospheric indices
#Column	Name	(A10)	Star name	[ucd=meta.id;meta.main]
#Column	HIP	(I6)	? Hipparcos catalog designation	[ucd=meta.id]
#Column	n_HIP	(A1)	[*] For HIP 117815, 2 HD designations	[ucd=meta.note]
#Column	HD/DM	(a8)	The HD or DM designation	[ucd=meta.id]
#Column	SpType	(a22)	MK Spectral type	[ucd=src.spType]
#Column	n_SpType	(A1)	[*] Note on the spectral type in notes.dat file	[ucd=meta.note]
#Column	Teff	(I5)	? Effective temperature	[ucd=phys.temperature.effective]
#Column	log(g)	(F5.2)	? Log of the surface gravity	[ucd=phys.gravity]
#Column	VTurb	(F4.1)	? Microturbulent velocity	[ucd=phys.veloc]
#Column	[M/H]	(F5.2)	? Overall metal abundance (2)	[ucd=phys.abund.Z]
#Column	Note	(A1)	[*] indicates a note detailed in notes.dat file	[ucd=meta.note]
#Column	Fit	(A1)	[K] Remark on the fitting process (3)	[ucd=meta.note]
#Column	SMW	(F6.3)	? Mt. Wilson system chromospheric activity index	[ucd=phot.flux;arith.ratio]
#Column	logR	(F7.3)	? Ca II K & H line chromospheric flux measure	[ucd=phot.flux;arith.ratio]
#Column	AC	(A2)	Chromospheric activity class (4)	[ucd=src.class]
#Column	n_AC	(A1)	[*] Note on the chromospheric activity in notes.dat file	[ucd=meta.note]
#Column	Obs	(a7)	Spectrum source (5)	[ucd=meta.id;instr.tel]
#Column	t5	(A1)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	SimbadName	(a17)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Name;HIP;n_HIP;HD/DM;SpType;n_SpType;Teff;log(g);VTurb;[M/H];Note;Fit;SMW;logR;AC;n_AC;Obs;t5;SimbadName;_RA;_DE
HIP  36927; 36927; ;61214   ;K3.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.842; -4.447;A ; ;CTIO   ; ;HIP  36927       ;113.86182;-52.44253
HIP  36948; 36948; ;61005   ;G8 V k comp?          ; ; 5408; 4.40; 1.0;-0.06; ; ; 0.459; -4.337;A ; ;CTIO   ; ;HIP  36948       ;113.94776;-32.20390
HIP  37284; 37284; ;63454   ;K3 V (k)              ; ;     ;     ;    ;     ; ; ; 0.622; -4.522;A ; ;CTIO   ; ;HIP  37284       ;114.84106;-78.27897
HIP  37563; 37563; ;62850   ;G1 V CH-0.5           ; ; 5860; 4.38; 1.0; 0.08; ; ; 0.347; -4.422;A ; ;CTIO   ; ;HIP  37563       ;115.65026;-59.29743
HIP  37606; 37606; ;62644   ;G8 IV-V               ;*; 5343; 3.74; 1.0;-0.08; ; ; 0.132; -5.207;VI; ;CTIO   ; ;HIP  37606       ;115.73789;-45.17312
HIP  37635; 37635; ;62848   ;F9 V                  ; ; 6106; 4.37; 1.0;-0.01; ; ; 0.285; -4.483;A ; ;CTIO   ; ;HIP  37635       ;115.83949;-52.16403
HIP  37718; 37718; ;63008   ;F9 V Fe-0.5           ; ; 6220; 4.39; 1.0;-0.17; ; ; 0.291; -4.458;A ; ;CTIO   ; ;HIP  37718       ;116.05213;-50.45673
HIP  37727; 37727; ;63008B  ;G5 V                  ; ;     ;     ;    ;     ; ; ; 0.277; -4.602;A ; ;CTIO   ; ;HIP  37727       ;116.06865;-50.46662
HIP  37853; 37853; ;63077   ;F9 V                  ; ; 6002; 4.87; 1.0;-0.57; ; ; 0.186; -4.823;I ; ;SO     ; ;HIP  37853       ;116.39550;-34.17258
HIP  37918; 37918; ;63581   ;K0 IV-V (k)           ; ; 5252; 4.37; 1.0; 0.07; ; ; 0.423; -4.427;A ; ;CTIO   ; ;HIP  37918       ;116.56185;-59.81407
HIP  37923; 37923; ;63608   ;K0 IV-V (k)           ; ; 5250; 4.56; 1.0;-0.01; ; ; 0.409; -4.455;A ; ;CTIO   ; ;HIP  37923       ;116.57067;-59.80950
HIP  38041; 38041; ;63765   ;G9 V                  ; ; 5434; 4.48; 1.0;-0.10; ; ; 0.182; -4.915;I ; ;CTIO   ; ;HIP  38041       ;116.95717;-54.26414
HIP  38048; 38048; ;63336   ;F5.5 V                ; ; 6404; 4.00; 2.0;-0.13; ; ; 0.204; -4.680;A ; ;SO     ; ;HIP  38048       ;116.98633;-12.19271
HIP  38160; 38160; ;64185   ;F4 V                  ; ; 6702; 4.07; 2.1;-0.13; ; ;      ;       ;  ; ;CTIO   ; ;HIP  38160       ;117.30390;-60.28371
HIP  38179; 38179; ;64184   ;G3 V                  ; ; 5627; 4.43; 1.0;-0.28; ; ; 0.207; -4.787;I ; ;CTIO   ; ;HIP  38179       ;117.36104;-59.38084
HIP  38324; 38324; ;        ;K6 V                  ; ;     ;     ;    ;     ; ; ; 0.622; -4.805;I ; ;CTIO   ; ;HIP  38324       ;117.76394;-50.30500
HIP  38382; 38382; ;64096   ;G0 V                  ; ; 5826; 4.24; 1.0;-0.21; ; ; 0.175; -4.883;I ; ;SO     ; ;HIP  38382       ;117.94293;-13.89803
HIP  38392; 38392; ;64114   ;G7 V                  ; ; 5506; 4.47; 1.0;-0.05; ; ; 0.197; -4.845;I ; ;SO     ; ;HIP  38392       ;117.98286;-11.03298
HIP  38423; 38423; ;64379   ;F5 V Fe-0.5           ; ; 6554; 4.05; 2.0;-0.14; ; ; 0.322; -4.363;A ; ;SO     ; ;HIP  38423       ;118.06526;-34.70544
HIP  38558; 38558; ;65216   ;G5 V                  ; ; 5620; 4.52; 1.0;-0.15; ; ; 0.175; -4.920;I ; ;CTIO   ; ;HIP  38558       ;118.42216;-63.64732
HIP  38596; 38596; ;        ;K4- V (k)             ; ;     ;     ;    ;     ; ; ; 0.803; -4.483;A ; ;CTIO   ; ;HIP  38596       ;118.54750;-37.48831
HIP  38702; 38702; ;        ;M0 V                  ; ;     ;     ;    ;     ; ; ; 1.195; -5.122;VI; ;SO     ; ;HIP  38702       ;118.84967;-15.49811
HIP  38712; 38712; ;64685   ;F3 V                  ; ; 6789; 3.94; 1.8;-0.16; ; ;      ;       ;  ; ;CTIO   ; ;HIP  38712       ;118.88097;+08.86284
HIP  38908; 38908; ;65907   ;F9.5 V                ; ; 6000; 4.45; 1.0;-0.31; ; ; 0.179; -4.846;I ; ;CTIO   ; ;HIP  38908       ;119.44548;-60.30307
HIP  38910; 38910; ;        ;K4.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.722; -4.658;A ; ;CTIO   ; ;HIP  38910       ;119.45216;-33.95201
HIP  38939; 38939; ;65486   ;K4- V (k)             ; ;     ;     ;    ;     ; ; ; 0.648; -4.548;A ; ;SO     ; ;HIP  38939       ;119.51821;-25.62663
HIP  38980; 38980; ;65721   ;G9 V                  ; ; 5379; 4.51; 1.0;-0.34; ; ; 0.194; -4.867;I ; ;CTIO   ; ;HIP  38980       ;119.65369;-34.94475
HIP  38998; 38998; ;65562   ;K2+ V                 ; ;     ;     ;    ;     ; ; ; 0.162; -5.055;I ; ;SO     ; ;HIP  38998       ;119.71741;-13.31522
HIP  39330; 39330; ;66653   ;G2 V                  ; ; 5748; 4.41; 1.0; 0.00; ; ; 0.192; -4.835;I ; ;CTIO   ;S;HIP  39330       ;120.61245;-46.33631
HIP  39342; 39342; ;67199   ;K2 V (k)              ; ;     ;     ;    ;     ; ; ; 0.230; -4.843;I ; ;CTIO   ; ;HIP  39342       ;120.62995;-66.02094
HIP  39506; 39506; ;66573   ;G5 V Fe-1.3 CH-1      ; ; 5761; 4.43; 1.0;-0.58; ; ; 0.192; -4.821;I ; ;CTIO   ; ;HIP  39506       ;121.12435;+09.26793
HIP  39611; 39611; ;        ;K6 V (k)              ; ;     ;     ;    ;     ; ; ; 0.746; -4.920;I ; ;CTIO   ; ;HIP  39611       ;121.41681;-59.42390
HIP  39710; 39710; ;67458   ;G0 V                  ; ; 5939; 4.47; 1.0;-0.19; ; ; 0.167; -4.929;I ; ;SO     ; ;HIP  39710       ;121.75218;-29.40294
HIP  39903; 39903; ;68456   ;F6 V Fe-0.8 CH-0.4    ; ; 6467; 3.97; 2.0;-0.36; ; ; 0.357; -4.286;A ; ;CTIO   ; ;HIP  39903       ;122.25237;-61.30238
HIP  40035; 40035; ;68146   ;F6.5 V                ; ; 6370; 4.19; 2.0;-0.10; ; ; 0.177; -4.805;I ; ;SO     ; ;HIP  40035       ;122.66594;-13.79921
HIP  40051; 40051; ;68475   ;K2 V                  ; ; 4959; 4.52; 1.0;-0.10; ; ; 0.219; -4.888;I ; ;CTIO   ; ;HIP  40051       ;122.71913;-42.81141
HIP  40283; 40283; ;68978   ;G0.5 V                ; ; 5921; 4.40; 1.0;-0.04; ; ; 0.167; -4.942;I ; ;SO     ;S;HIP  40283       ;123.39374;-31.73538
HIP  40359; 40359; ;        ;K6+ V (k)             ; ;     ;     ;    ;     ; ; ; 1.049;       ;  ; ;CTIO   ; ;HIP  40359       ;123.60430;-53.80639
HIP  40438; 40438; ;69655   ;G0- V                 ; ; 5957; 4.38; 1.0;-0.27; ; ; 0.177; -4.861;I ; ;CTIO   ; ;HIP  40438       ;123.85506;-52.06030
HIP  40693; 40693; ;69830   ;G8+ V                 ; ; 5447; 4.50; 1.0; 0.06; ; ; 0.167; -4.991;I ; ;SO     ; ;HIP  40693       ;124.59978;-12.63217
HIP  40702; 40702; ;71243   ;F5 V Fe-0.8           ; ; 6625; 3.96; 2.0;-0.26; ; ; 0.297; -4.376;A ; ;CTIO   ; ;HIP  40702       ;124.63147;-76.91972
HIP  40706; 40706; ;70060   ;A8 V                  ; ; 7790; 4.11; 2.0; 0.11;*; ;      ;       ;  ; ;SO     ; ;HIP  40706       ;124.63880;-36.65929
HIP  40724; 40724; ;-14 2469;K5- V (k)             ; ;     ;     ;    ;     ; ; ; 0.361;       ;  ; ;SO     ; ;HIP  40724       ;124.68498;-15.20236
HIP  40769; 40769; ;        ;K8 V                  ;*;     ;     ;    ;     ; ; ; 1.413;       ;  ; ;CTIO   ; ;HIP  40769       ;124.81708;-67.80403
LDS 215B  ;      ; ;B       ;M1.5 V                ;*;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO   ; ;LDS 215B         ;124.81392;-67.81348
HIP  40952; 40952; ;70642   ;G6 V CN+0.5           ; ; 5559; 4.37; 1.0;-0.03; ; ; 0.184; -4.886;I ; ;SO     ; ;HIP  40952       ;125.36724;-39.70541
HIP  41134; 41134; ;70889   ;F9.5 V                ; ; 6004; 4.44; 1.0;-0.03; ; ; 0.188; -4.821;I ; ;SO     ; ;HIP  41134       ;125.88255;-27.82235
HIP  41211; 41211; ;70958   ;F8 V Fe-1.3 CH-0.7    ; ; 6294; 4.16; 1.0;-0.38; ; ; 0.398; -4.246;A ; ;CTIO   ; ;HIP  41211       ;126.14589;-03.75124
HIP  41261; 41261; ;71386   ;G9 V (k)              ; ; 5268; 4.26; 1.0;-0.11; ; ; 0.409; -4.445;A ; ;CTIO   ; ;HIP  41261       ;126.26750;-49.15998
HIP  41282; 41282; ;71196   ;F5 V Fe-0.7 CH-0.5    ; ; 6703; 4.14; 2.0;-0.20; ; ; 0.350; -4.274;A ; ;SO     ; ;HIP  41282       ;126.32917;-21.04596
HIP  41312; 41312; ;71878   ;K2 III                ; ;     ;     ;    ;     ; ; ; 0.172;       ;  ; ;CTIO   ; ;HIP  41312       ;126.43414;-66.13689
HIP  41317; 41317; ;71334   ;G2.5 V                ; ; 5743; 4.45; 1.0;-0.06; ; ; 0.164; -4.971;I ; ;SO     ;S;HIP  41317       ;126.45632;-29.93059
HIP  41503; 41503; ;        ;K8 V k                ; ;     ;     ;    ;     ; ; ; 1.544; -4.770;I ; ;SO     ; ;HIP  41503       ;126.97113;-18.68429
HIP  41529; 41529; ;71835   ;G9 V+                 ; ; 5415; 4.42; 1.0; 0.03; ; ; 0.171; -4.976;I ; ;CTIO   ; ;HIP  41529       ;127.04992;-36.72299
HIP  41609; 41609; ;71811   ;K2 V                  ; ;     ;     ;    ;     ; ; ; 0.167; -5.074;I ; ;SO     ; ;HIP  41609       ;127.23603;-15.87048
HIP  41795; 41795; ;        ;K6.5 V (k)            ; ;     ;     ;    ;     ; ; ; 1.479; -4.607;A ; ;CTIO   ; ;HIP  41795       ;127.82566;-68.58950
HIP  41802; 41802; ;        ;M2 V                  ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  41802       ;127.84000;-06.03382
HIP  41847; 41847; ;        ;K6 V (k)              ; ;     ;     ;    ;     ; ; ; 0.784; -4.736;A ; ;CTIO   ; ;HIP  41847       ;127.98438;-50.18908
HIP  41871; 41871; ;73744   ;G5 V Fe-1.3 CH-0.9    ; ; 5834; 4.47; 1.0;-0.44; ; ; 0.186; -4.834;I ; ;CTIO   ; ;HIP  41871       ;128.06491;-76.92880
HIP  41926; 41926; ;72673   ;G9 V                  ; ; 5272; 4.61; 1.0;-0.30; ; ; 0.170; -4.986;I ; ;SO     ; ;HIP  41926       ;128.21457;-31.50085
HIP  42011; 42011; ;72769   ;G8 IV-V               ; ; 5549; 4.28; 1.0; 0.18; ; ; 0.159; -5.027;I ; ;SO     ; ;HIP  42011       ;128.44044;-23.35555
HIP  42108; 42108; ;72928   ;K6 V (k)              ; ;     ;     ;    ;     ; ; ; 0.439; -5.038;I ; ;SO     ; ;HIP  42108       ;128.75216;-16.08622
HIP  42123; 42123; ;73121   ;F9.5 V                ; ; 6001; 4.16; 1.0;-0.06; ; ; 0.157; -4.978;I ; ;CTIO   ; ;HIP  42123       ;128.80224;-39.97045
HIP  42196; 42196; ;        ;K7- V k               ; ;     ;     ;    ;     ; ; ; 2.131; -4.587;A ; ;CTIO   ; ;HIP  42196       ;129.05928;-41.55722
HIP  42214; 42214; ;73256   ;G8 IV-V Fe+0.5        ; ; 5312; 4.43; 1.0; 0.11; ; ; 0.271; -4.675;A ; ;CTIO   ; ;HIP  42214       ;129.09590;-30.03762
HIP  42281; 42281; ;73322   ;K0.5 V (k)            ; ; 5022; 4.45; 1.0;-0.06; ; ; 0.452; -4.535;A ; ;SO     ; ;HIP  42281       ;129.31474;-17.49465
HIP  42291; 42291; ;73524   ;G0 Vp                 ;*; 5987; 4.33; 1.0; 0.04; ; ; 0.166; -4.931;I ; ;CTIO   ;S;HIP  42291       ;129.33330;-40.14767
HIP  42401; 42401; ;73583   ;K4+ V (k)             ; ;     ;     ;    ;     ; ; ; 0.901; -4.512;A ; ;SO     ; ;HIP  42401       ;129.68858;-13.25669
HIP  42430; 42430; ;73752   ;G5 IV                 ; ; 5499; 3.97; 1.0; 0.08; ; ; 0.158; -5.031;I ; ;SO     ; ;HIP  42430       ;129.78292;-22.66189
HIP  42650; 42650; ;        ;K7- V ke              ; ;     ;     ;    ;     ; ; ; 4.904; -4.224;A ; ;CTIO   ; ;HIP  42650       ;130.38597;-68.42784
HIP  42697; 42697; ;74385   ;K2+ V                 ; ; 4901; 4.58; 1.0;-0.19; ; ; 0.217; -4.902;I ; ;CTIO   ; ;HIP  42697       ;130.53132;-42.92944
HIP  42808; 42808; ;74576   ;K2.5 V (k)            ; ; 4925; 4.57; 1.0; 0.02; ; ; 0.615; -4.402;A ; ;SO     ; ;HIP  42808       ;130.82513;-38.88238
HIP  42910; 42910; ;-20 2665;K5- V k               ; ;     ;     ;    ;     ; ; ; 1.170; -4.595;A ; ;SO     ; ;HIP  42910       ;131.17080;-21.43000
HIP  42913; 42913; ;74956   ;A1 Va(n)              ; ; 9021; 3.79; 2.0;-0.33; ; ;      ;       ;  ; ;CTIO   ; ;HIP  42913       ;131.17594;-54.70882
HIP  42914; 42914; ;74885   ;G9 V                  ; ; 5322; 4.55; 1.0;-0.19; ; ; 0.260; -4.685;A ; ;CTIO   ; ;HIP  42914       ;131.17597;-48.67154
HIP  42916; 42916; ;74842   ;G8 V                  ; ; 5423; 4.35; 1.0;-0.09; ; ; 0.241; -4.718;A ; ;CTIO   ; ;HIP  42916       ;131.18751;-42.63446
HIP  42922; 42922; ;74868   ;F9+ V                 ; ; 6134; 4.20; 1.0; 0.08; ; ; 0.166; -4.913;I ; ;CTIO   ; ;HIP  42922       ;131.21152;-44.54260
HIP  43177; 43177; ;75289   ;F9 V Fe+0.3           ; ; 6132; 4.29; 1.0; 0.16; ; ; 0.153; -5.008;I ; ;CTIO   ; ;HIP  43177       ;131.91829;-41.73679
HIP  43290; 43290; ;75519   ;G2 V                  ; ; 5746; 4.51; 1.0;-0.02;*; ; 0.381; -4.376;A ; ;CTIO   ; ;HIP  43290       ;132.27371;-39.95439
HIP  43310; 43310; ;        ;K4.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.398; -4.842;I ; ;CTIO   ; ;HIP  43310       ;132.34486;-32.38482
HIP  43363; 43363; ;-09 2670;K3+ V (k)             ; ;     ;     ;    ;     ; ; ; 0.637; -4.602;A ; ;SO     ; ;HIP  43363       ;132.49105;-09.79640
HIP  43726; 43726; ;76151   ;G3 V                  ; ; 5748; 4.43; 1.0; 0.08; ; ; 0.188; -4.853;I ; ;CTIO   ; ;HIP  43726       ;133.57478;-05.43446
HIP  43771; 43771; ;76378   ;K2 V CN+1             ; ;     ;     ;    ;     ; ; ; 0.204; -5.056;I ; ;SO     ; ;HIP  43771       ;133.73851;-24.39429
HIP  43797; 43797; ;76653   ;F6 V                  ; ; 6500; 4.08; 2.2;-0.05; ; ; 0.285; -4.444;A ; ;CTIO   ; ;HIP  43797       ;133.79909;-54.96577
HIP  43880; 43880; ;76668   ;G0 V                  ; ; 5914; 4.18; 1.0; 0.01; ; ; 0.168; -4.934;I ; ;CTIO   ; ;HIP  43880       ;134.08266;-37.12247
HIP  43947; 43947; ;76740   ;F6- V                 ; ; 6400; 4.11; 2.0;-0.23; ; ; 0.353; -4.320;A ; ;SO     ; ;HIP  43947       ;134.26696;-29.84601
HIP  43969; 43969; ;        ;K9 V (k)              ; ;     ;     ;    ;     ; ; ; 1.581; -4.802;I ; ;SO     ; ;HIP  43969       ;134.30915;-19.58441
HIP  44075; 44075; ;76932   ;G2 V Fe-1.8 CH-1      ; ; 6003; 4.25; 1.0;-0.77; ; ; 0.186; -4.781;I ; ;SO     ; ;HIP  44075       ;134.68305;-16.13272
HIP  44143; 44143; ;77370   ;F4 V                  ; ; 6690; 4.13; 2.3;-0.09; ; ;      ;       ;  ; ;CTIO   ; ;HIP  44143       ;134.85076;-59.08371
HIP  44162; 44162; ;77084   ;F5 V                  ; ; 6543; 4.09; 2.0;-0.01; ; ; 0.223; -4.597;A ; ;SO     ; ;HIP  44162       ;134.91630;-19.20805
HIP  44382; 44382; ;78045   ;kA3hA5mA5 V           ; ; 8198; 4.09; 2.0; 0.19; ; ;      ;       ;  ; ;CTIO   ; ;HIP  44382       ;135.61165;-66.39608
HIP  44526; 44526; ;77825   ;K3 V (k)              ; ;     ;     ;    ;     ; ; ; 0.681; -4.409;A ; ;SO     ; ;HIP  44526       ;136.08623;-15.91425
HIP  44713; 44713; ;78429   ;G2 V                  ; ; 5749; 4.31; 1.0;-0.01;*; ; 0.175; -4.916;I ; ;CTIO   ;S;HIP  44713       ;136.66180;-43.49198
HIP  44719; 44719; ;78351   ;G9 V (k)              ; ; 5275; 4.46; 1.0;-0.08; ; ; 0.277; -4.655;A ; ;CTIO   ; ;HIP  44719       ;136.68256;-33.56848
HIP  44785; 44785; ;        ;K5 V                  ; ;     ;     ;    ;     ; ; ; 0.942; -4.624;A ; ;SO     ; ;HIP  44785       ;136.91441;-25.26175
HIP  44811; 44811; ;78747   ;G5 V Fe-1.6 CH-1      ; ; 5833; 4.42; 1.0;-0.74; ; ; 0.183; -4.825;I ; ;CTIO   ; ;HIP  44811       ;136.98573;-50.48245
HIP  44821; 44821; ;78746   ;K2.5 V                ; ; 4800; 4.60; 1.0;-0.15; ; ; 0.252; -4.905;I ; ;CTIO   ; ;HIP  44821       ;137.00888;-49.44951
HIP  44860; 44860; ;78558   ;G0.5 V                ; ; 5750; 4.33; 1.0;-0.43; ; ; 0.156; -5.007;I ; ;SO     ; ;HIP  44860       ;137.10516;-15.14479
HIP  44899; 44899; ;        ;K7 V (k)              ; ;     ;     ;    ;     ; ; ; 1.200; -4.729;A ; ;CTIO/SO; ;HIP  44899       ;137.21711;-34.84270
HIP  44965; 44965; ;        ;K6.5 V (k)            ; ;     ;     ;    ;     ; ; ; 1.548;       ;  ; ;CTIO   ; ;HIP  44965       ;137.40232;-42.10812
HIP  45238; 45238; ;80007   ;A1 III-               ; ; 8866; 3.16; 2.0;-0.36;*; ;      ;       ;  ; ;CTIO   ; ;HIP  45238       ;138.29991;-69.71721
HIP  45251; 45251; ;        ;K6 V (k)              ; ;     ;     ;    ;     ; ; ; 1.089; -4.643;A ; ;CTIO   ; ;HIP  45251       ;138.34227;-31.12535
HIP  45301; 45301; ;        ;K3.5 V                ; ;     ;     ;    ;     ; ; ; 0.338; -4.843;I ; ;CTIO   ; ;HIP  45301       ;138.49844;-27.52011
HIP  45571; 45571; ;80671   ;F5 V Fe-0.7 CH-0.5    ; ; 6618; 4.05; 1.8;-0.31; ; ; 0.325; -4.323;A ; ;CTIO   ; ;HIP  45571       ;139.32194;-68.68963
HIP  45637; 45637; ;80545   ;K6.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.587; -4.830;I ; ;CTIO   ; ;HIP  45637       ;139.53699;-57.76887
HIP  45749; 45749; ;80883   ;K0.5 V                ; ; 5173; 4.51; 1.0;-0.24; ; ; 0.277; -4.696;A ; ;CTIO   ; ;HIP  45749       ;139.93386;-59.47772
HIP  45801; 45801; ;        ;K5+ V (k)             ; ;     ;     ;    ;     ; ; ; 0.815; -4.703;A ; ;CTIO   ; ;HIP  45801       ;140.08561;-20.70483
HIP  45876; 45876; ;        ;K2.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.331; -4.747;A ; ;CTIO   ; ;HIP  45876       ;140.31539;-17.00559
HIP  45940; 45940; ;81639   ;G7 V                  ;*; 5532; 4.50; 1.0;-0.18; ; ; 0.151; -5.070;I ; ;CTIO   ; ;HIP  45940       ;140.52528;-73.54335
HIP  45940; 45940; ;81639B  ;G8 V                  ;*;     ;     ;    ;     ; ; ; 0.250;       ;  ; ;       ; ;HIP  45940       ;140.52528;-73.54335
HIP  45957; 45957; ;81044   ;K0 V (k)              ; ; 5145; 4.62; 1.0;-0.42; ; ; 0.246; -4.747;A ; ;CTIO   ; ;HIP  45957       ;140.58544;-32.14848
HIP  45957; 45957; ;81044B  ;M2.5 V                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO   ; ;HIP  45957       ;140.58544;-32.14848
HIP  45995; 45995; ;81133   ;F8.5 V                ; ; 6100; 4.44; 1.0;-0.10; ; ; 0.195; -4.762;I ; ;SO     ; ;HIP  45995       ;140.70670;-35.52321
HIP  46324; 46324; ;81659   ;G6 V                  ; ; 5554; 4.40; 1.0; 0.06; ; ; 0.240; -4.695;A ; ;SO     ; ;HIP  46324       ;141.67847;-14.49075
HIP  46404; 46404; ;81809   ;G5 V Fe-1 CH-0.8      ; ; 5653; 3.85; 1.0;-0.32; ; ; 0.160; -4.993;I ; ;CTIO   ; ;HIP  46404       ;141.94492;-06.07119
HIP  46422; 46422; ;82282   ;K0.5 V (k)            ; ; 5089; 4.50; 1.0;-0.16; ; ; 0.426; -4.529;A ; ;CTIO   ; ;HIP  46422       ;141.98995;-66.10230
HIP  46535; 46535; ;82241   ;F8 V Fe-0.4           ; ; 6323; 4.15; 2.5;-0.18; ; ; 0.328; -4.368;A ; ;CTIO   ; ;HIP  46535       ;142.36906;-44.53235
HIP  46626; 46626; ;82342   ;K3.5 V                ; ;     ;     ;    ;     ; ; ; 0.161; -5.131;VI; ;CTIO   ; ;HIP  46626       ;142.61703;-32.10340
HIP  46651; 46651; ;82434   ;F3 V Fe-0.7           ; ; 6837; 3.77; 1.8;-0.27; ; ;      ;       ;  ; ;CTIO   ; ;HIP  46651       ;142.67500;-40.46674
HIP  46677; 46677; ;82516   ;K2 V                  ; ; 4995; 4.43; 1.0;-0.02; ; ; 0.171; -5.058;I ; ;CTIO   ; ;HIP  46677       ;142.74700;-47.38418
HIP  46843; 46843; ;82443   ;K1 V (k)              ; ;     ;     ;    ;     ; ; ; 0.618; -4.234;A ; ;CTIO   ; ;HIP  46843       ;143.18233;+26.98853
HIP  46933; 46933; ;        ;K5 V (k)              ; ;     ;     ;    ;     ; ; ; 1.259; -4.497;A ; ;CTIO   ; ;HIP  46933       ;143.48387;-39.59443
HIP  47007; 47007; ;82943   ;F9 V Fe+0.5           ; ; 5910; 4.31; 1.0; 0.17; ; ; 0.165; -4.951;I ; ;SO     ; ;HIP  47007       ;143.71140;-12.12955
HIP  47085; 47085; ;        ;M0.5 V k              ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO   ; ;HIP  47085       ;143.93256;-38.21868
HIP  47103; 47103; ;        ;M2.5 V                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  47103       ;144.00682;-21.66080
HIP  47175; 47175; ;83446   ;A7 V                  ; ; 7977; 3.98; 2.0; 0.12; ; ;      ;       ;  ; ;CTIO   ; ;HIP  47175       ;144.20642;-49.35502
HIP  47225; 47225; ;83529   ;G0- V                 ; ; 5889; 4.33; 1.0;-0.30; ; ; 0.161; -4.949;I ; ;CTIO   ; ;HIP  47225       ;144.36941;-49.99093
HIP  47333; 47333; ;        ;K6 V (k)              ; ;     ;     ;    ;     ; ; ; 0.466; -4.866;I ; ;CTIO   ; ;HIP  47333       ;144.68287;-39.38740
